31-03-2018 19-44-39:	ERR:	Failed to initialise world
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	0
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0.0155256
31-03-2018 19-44-40:	INFO:	64.4097
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0.0155256
31-03-2018 19-44-40:	INFO:	64.4097
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0.0155256
31-03-2018 19-44-40:	INFO:	64.4097
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0.0155256
31-03-2018 19-44-40:	INFO:	64.4097
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0.0155256
31-03-2018 19-44-40:	INFO:	64.4097
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0.0155256
31-03-2018 19-44-40:	INFO:	64.4097
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0.0155256
31-03-2018 19-44-40:	INFO:	64.4097
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0.0155256
31-03-2018 19-44-40:	INFO:	64.4097
31-03-2018 19-44-40:	INFO:	Updating 3 JObjects
31-03-2018 19-44-40:	INFO:	0.0155256
31-03-2018 19-44-40:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0155256
31-03-2018 19-44-41:	INFO:	64.4097
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0127735
31-03-2018 19-44-41:	INFO:	78.2869
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0127735
31-03-2018 19-44-41:	INFO:	78.2869
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0127735
31-03-2018 19-44-41:	INFO:	78.2869
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0127735
31-03-2018 19-44-41:	INFO:	78.2869
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0127735
31-03-2018 19-44-41:	INFO:	78.2869
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0127735
31-03-2018 19-44-41:	INFO:	78.2869
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0127735
31-03-2018 19-44-41:	INFO:	78.2869
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0127735
31-03-2018 19-44-41:	INFO:	78.2869
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0127735
31-03-2018 19-44-41:	INFO:	78.2869
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-41:	INFO:	0.0127735
31-03-2018 19-44-41:	INFO:	78.2869
31-03-2018 19-44-41:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
31-03-2018 19-44-42:	INFO:	0.0127735
31-03-2018 19-44-42:	INFO:	78.2869
31-03-2018 19-44-42:	INFO:	Updating 3 JObjects
